,year,age,relig,partyid,income,region,race,hapmar,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,childs
68321,2021,30.0,4.0,3.0,12.0,4,1.0,,,,,,,,,2.0
45057,2004,55.0,1.0,4.0,12.0,3,1.0,,,,,,,,,3.0
5091,1975,57.0,2.0,4.0,10.0,2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0
51210,2008,55.0,1.0,6.0,12.0,9,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
30571,1994,43.0,1.0,2.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
45742,2004,26.0,1.0,2.0,10.0,4,1.0,,,,,,,,,0.0
15712,1984,38.0,1.0,2.0,12.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
2039,1973,64.0,2.0,0.0,5.0,4,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,,0.0
71586,2022,63.0,1.0,4.0,12.0,3,1.0,2.0,,,,,,,,0.0
54217,2010,57.0,1.0,3.0,12.0,5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
32713,1996,41.0,5.0,5.0,11.0,3,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
66796,2021,63.0,4.0,3.0,12.0,7,1.0,,,,,,,,,0.0
33754,1996,34.0,1.0,1.0,7.0,3,2.0,,,,,,,,,1.0
49951,2006,55.0,2.0,2.0,12.0,4,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
19336,1986,25.0,1.0,3.0,12.0,5,2.0,,,,,,,,,1.0
13550,1982,60.0,1.0,3.0,9.0,4,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
23973,1989,32.0,1.0,6.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28494,1993,20.0,1.0,5.0,6.0,6,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
31500,1994,35.0,1.0,3.0,12.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68347,2021,71.0,5.0,2.0,12.0,9,3.0,1.0,,,,,,,,5.0
5113,1975,39.0,1.0,5.0,10.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0
56888,2012,25.0,1.0,4.0,12.0,4,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
57990,2014,38.0,1.0,1.0,12.0,3,1.0,,,,,,,,,2.0
57772,2014,59.0,1.0,7.0,12.0,5,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0
10387,1978,57.0,2.0,6.0,10.0,9,1.0,,2.0,2.0,2.0,2.0,,2.0,2.0,3.0
19112,1986,51.0,1.0,1.0,12.0,3,1.0,,,,,,,,,2.0
55671,2012,42.0,9.0,2.0,12.0,3,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
30963,1994,82.0,1.0,3.0,,5,1.0,,,,,,,,,3.0
4584,1974,37.0,2.0,2.0,9.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,4.0
54216,2010,53.0,1.0,0.0,10.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
65281,2021,73.0,1.0,4.0,12.0,5,1.0,,,,,,,,,0.0
48180,2006,47.0,6.0,2.0,12.0,8,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34754,1996,77.0,1.0,5.0,,3,1.0,,,,,,,,,0.0
3218,1974,55.0,1.0,0.0,9.0,9,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,4.0
6848,1976,31.0,1.0,2.0,10.0,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0
46425,2004,26.0,4.0,0.0,3.0,9,1.0,,,,,,,,,0.0
62773,2018,33.0,4.0,3.0,,5,3.0,,2.0,,,,,2.0,,0.0
13477,1982,68.0,1.0,0.0,,7,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28320,1993,84.0,1.0,2.0,9.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
22902,1988,41.0,1.0,5.0,12.0,9,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
50356,2006,79.0,2.0,7.0,12.0,5,1.0,,,,,,,,,2.0
54660,2010,29.0,11.0,6.0,12.0,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
21101,1987,58.0,1.0,5.0,12.0,8,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0
22446,1988,28.0,1.0,5.0,11.0,3,1.0,,,,,,,,,0.0
42208,2002,37.0,1.0,0.0,12.0,6,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
10910,1980,21.0,1.0,2.0,2.0,4,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
22110,1988,70.0,1.0,1.0,5.0,7,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
14539,1983,27.0,4.0,3.0,,2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
60701,2016,61.0,1.0,6.0,12.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
65805,2021,83.0,1.0,6.0,12.0,2,1.0,,,,,,,,,2.0
57965,2014,34.0,1.0,3.0,12.0,8,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
71642,2022,30.0,1.0,4.0,12.0,4,1.0,1.0,,,,,,,,
6831,1976,29.0,1.0,1.0,5.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0
26485,1991,33.0,2.0,3.0,11.0,5,1.0,,,,,,,,,0.0
63649,2018,85.0,2.0,2.0,12.0,3,3.0,1.0,,,,,,,,1.0
61248,2016,81.0,1.0,2.0,12.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
14027,1983,77.0,2.0,6.0,8.0,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
3779,1974,26.0,1.0,1.0,3.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0
12013,1980,45.0,1.0,2.0,12.0,6,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0
68645,2021,30.0,11.0,2.0,9.0,5,1.0,,,,,,,,,0.0
52210,2008,61.0,1.0,4.0,,5,1.0,1.0,,,,,,,,2.0
11844,1980,19.0,4.0,3.0,2.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
26039,1990,78.0,1.0,5.0,10.0,4,1.0,1.0,,2.0,1.0,2.0,,2.0,2.0,1.0
58125,2014,46.0,1.0,0.0,12.0,5,2.0,1.0,,,,,,,,1.0
25396,1990,29.0,,1.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28397,1993,64.0,1.0,6.0,11.0,3,1.0,1.0,,,,,,,,2.0
70739,2022,39.0,2.0,1.0,12.0,8,1.0,1.0,,,,,,,,3.0
30966,1994,51.0,1.0,5.0,12.0,5,1.0,,,,,,,,,3.0
24375,1989,60.0,5.0,6.0,12.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
50449,2006,43.0,5.0,2.0,11.0,5,2.0,,,,,,,,,1.0
5803,1975,58.0,1.0,4.0,2.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,,,2.0
71277,2022,60.0,1.0,2.0,2.0,6,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,
69439,2022,52.0,4.0,2.0,12.0,1,1.0,,,,,,,,,1.0
3243,1974,23.0,4.0,4.0,11.0,9,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,0.0
8529,1977,36.0,1.0,6.0,9.0,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
31954,1994,68.0,1.0,1.0,11.0,6,2.0,2.0,,,,,,,,3.0
2158,1973,21.0,1.0,5.0,5.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
70359,2022,35.0,1.0,3.0,12.0,5,1.0,2.0,,,,,,,,2.0
21077,1987,40.0,1.0,5.0,12.0,8,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
41727,2002,80.0,1.0,5.0,9.0,3,1.0,,,,,,,,,3.0
3196,1974,71.0,1.0,5.0,2.0,9,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,,2.0
11306,1980,45.0,1.0,4.0,9.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0
64463,2018,85.0,4.0,0.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
26260,1990,24.0,1.0,1.0,,8,1.0,,,,,,,,,2.0
54849,2010,37.0,1.0,5.0,12.0,6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0
14845,1983,21.0,2.0,0.0,12.0,3,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
9302,1978,21.0,1.0,4.0,11.0,3,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
72129,2022,63.0,1.0,5.0,12.0,7,1.0,2.0,,,,,,,,0.0
16597,1984,54.0,1.0,5.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
17626,1985,27.0,2.0,0.0,12.0,4,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
68711,2021,75.0,1.0,0.0,2.0,9,1.0,2.0,,,,,,,,0.0
65152,2021,69.0,4.0,4.0,12.0,9,3.0,2.0,,,,,,,,3.0
32897,1996,81.0,2.0,2.0,8.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61504,2016,41.0,4.0,3.0,12.0,6,2.0,2.0,,,,,,,,4.0
35598,1998,37.0,2.0,0.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61135,2016,64.0,1.0,0.0,12.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8890,1977,45.0,2.0,0.0,11.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
71706,2022,22.0,13.0,5.0,12.0,7,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,
34023,1996,26.0,1.0,5.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
33953,1996,34.0,2.0,6.0,12.0,5,1.0,2.0,,,,,,,,4.0
17582,1985,33.0,2.0,0.0,12.0,3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
14754,1983,24.0,1.0,2.0,10.0,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
14734,1983,19.0,1.0,0.0,11.0,5,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
10549,1978,68.0,4.0,4.0,10.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
2907,1973,29.0,1.0,1.0,7.0,9,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
54579,2010,59.0,2.0,1.0,12.0,9,1.0,,,,,,,,,2.0
29405,1994,39.0,2.0,1.0,12.0,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
70395,2022,31.0,1.0,2.0,12.0,5,3.0,2.0,,,,,,,,2.0
43210,2002,66.0,4.0,0.0,11.0,5,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
63815,2018,34.0,1.0,4.0,12.0,5,1.0,,,,,,,,,0.0
61708,2016,68.0,1.0,5.0,12.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
27289,1991,54.0,1.0,6.0,12.0,9,1.0,2.0,,,,,,,,2.0
52221,2008,33.0,2.0,6.0,12.0,6,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
30337,1994,76.0,1.0,6.0,9.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
6438,1976,29.0,2.0,1.0,9.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
48548,2006,26.0,2.0,3.0,8.0,3,1.0,,,,,,,,,3.0
50521,2006,52.0,4.0,3.0,12.0,7,1.0,2.0,,,,,,,,2.0
28136,1993,32.0,1.0,5.0,12.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
58933,2014,88.0,1.0,3.0,10.0,3,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,4.0
70517,2022,63.0,1.0,2.0,12.0,5,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
8586,1977,22.0,1.0,1.0,2.0,4,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
17803,1985,58.0,2.0,0.0,10.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
31810,1994,22.0,4.0,3.0,10.0,4,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
13670,1982,49.0,1.0,0.0,8.0,5,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0
31564,1994,53.0,1.0,2.0,12.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69207,2022,62.0,4.0,0.0,12.0,3,1.0,2.0,,,,,,,,0.0
70059,2022,80.0,10.0,0.0,12.0,9,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,
42871,2002,37.0,1.0,5.0,12.0,8,1.0,,,,,,,,,1.0
56423,2012,28.0,12.0,2.0,12.0,5,1.0,2.0,,,,,,,,1.0
36257,1998,40.0,5.0,4.0,6.0,4,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
799,1972,32.0,2.0,6.0,,5,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,,3.0
1183,1972,70.0,1.0,1.0,,2,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,
53627,2010,65.0,2.0,6.0,7.0,5,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,0.0
57044,2012,36.0,4.0,7.0,12.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
3766,1974,65.0,2.0,2.0,9.0,3,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,,2.0
32152,1994,49.0,1.0,1.0,6.0,6,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
36617,1998,56.0,1.0,1.0,12.0,1,2.0,2.0,,,,,,,,3.0
37328,1998,78.0,1.0,0.0,9.0,5,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
2609,1973,57.0,1.0,1.0,9.0,8,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,0.0
35525,1998,69.0,4.0,6.0,12.0,9,1.0,2.0,1.0,1.0,1.0,,1.0,,,2.0
30434,1994,70.0,1.0,5.0,8.0,2,1.0,,,,,,,,,3.0
7053,1976,21.0,2.0,1.0,9.0,5,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,0.0
13652,1982,31.0,2.0,3.0,11.0,5,2.0,2.0,1.0,1.0,1.0,,1.0,,2.0,1.0
27250,1991,69.0,2.0,0.0,5.0,8,1.0,,,,,,,,,2.0
62471,2018,67.0,2.0,2.0,,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
27329,1991,39.0,3.0,2.0,12.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8639,1977,36.0,1.0,2.0,12.0,5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
51873,2008,51.0,1.0,5.0,12.0,3,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
17526,1985,41.0,2.0,5.0,12.0,1,1.0,,1.0,2.0,1.0,2.0,,2.0,2.0,3.0
20972,1987,37.0,1.0,7.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60011,2016,37.0,1.0,4.0,12.0,5,1.0,1.0,,,,,,,,1.0
58847,2014,79.0,2.0,5.0,1.0,5,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0
48299,2006,72.0,1.0,1.0,12.0,2,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
58112,2014,77.0,2.0,4.0,12.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
57968,2014,28.0,4.0,3.0,9.0,8,3.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0
20852,1987,32.0,1.0,5.0,12.0,6,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
5024,1975,27.0,1.0,2.0,8.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0
28763,1993,28.0,1.0,1.0,12.0,5,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29478,1994,38.0,2.0,3.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
25354,1990,38.0,1.0,2.0,12.0,1,1.0,,,,,,,,,0.0
67709,2021,28.0,1.0,3.0,,5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
57707,2014,31.0,2.0,6.0,2.0,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0
61560,2016,25.0,4.0,5.0,,6,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0
50596,2006,52.0,1.0,3.0,12.0,7,1.0,,,,,,,,,0.0
35109,1996,33.0,2.0,1.0,12.0,7,1.0,,,,,,,,,0.0
427,1972,50.0,2.0,1.0,,3,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,0.0
6139,1976,60.0,3.0,0.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
63647,2018,37.0,1.0,5.0,12.0,3,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
14472,1983,30.0,4.0,3.0,11.0,9,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
38067,1998,53.0,1.0,1.0,,7,1.0,,,,,,,,,1.0
3636,1974,35.0,1.0,4.0,10.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0
50060,2006,87.0,1.0,6.0,9.0,4,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
15138,1983,72.0,1.0,6.0,8.0,5,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
25940,1990,30.0,1.0,4.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
57251,2014,37.0,1.0,0.0,12.0,9,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
41636,2002,25.0,2.0,1.0,12.0,9,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
34668,1996,77.0,4.0,3.0,,1,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
1896,1973,48.0,1.0,0.0,3.0,1,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,5.0
67153,2021,60.0,1.0,4.0,,9,1.0,1.0,,,,,,,,2.0
68210,2021,44.0,1.0,5.0,12.0,8,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
8237,1977,30.0,2.0,3.0,10.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
21820,1987,48.0,1.0,0.0,4.0,9,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
65225,2021,53.0,4.0,3.0,12.0,3,1.0,2.0,,,,,,,,3.0
64248,2018,23.0,4.0,2.0,12.0,4,1.0,,,,,,,,,1.0
13745,1982,26.0,1.0,2.0,9.0,6,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
15916,1984,25.0,1.0,5.0,12.0,4,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
16586,1984,34.0,1.0,3.0,12.0,9,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
42649,2002,38.0,2.0,1.0,12.0,9,1.0,,,,,,,,,2.0
14406,1983,68.0,1.0,2.0,10.0,7,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
30181,1994,50.0,1.0,,12.0,5,1.0,1.0,,,,,,,,
18894,1986,39.0,2.0,1.0,12.0,2,1.0,2.0,,,,,,,,3.0
8235,1977,23.0,1.0,3.0,4.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11218,1980,34.0,2.0,6.0,12.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
70922,2022,59.0,1.0,3.0,12.0,5,1.0,1.0,,,,,,,,0.0
5335,1975,51.0,1.0,7.0,7.0,5,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,,3.0
34472,1996,50.0,1.0,0.0,12.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70788,2022,45.0,1.0,4.0,12.0,6,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,
43535,2002,45.0,4.0,7.0,2.0,4,1.0,,,,,,,,,2.0
18643,1986,49.0,4.0,2.0,12.0,9,1.0,3.0,,,,,,,,6.0
26264,1990,24.0,2.0,2.0,9.0,8,1.0,,,,,,,,,0.0
25733,1990,40.0,4.0,3.0,,9,1.0,,,,,,,,,1.0
53802,2010,54.0,5.0,7.0,12.0,8,1.0,,,,,,,,,0.0
45496,2004,42.0,4.0,3.0,2.0,5,2.0,,,,,,,,,4.0
3507,1974,62.0,3.0,4.0,11.0,5,1.0,1.0,1.0,,1.0,,1.0,,,2.0
71749,2022,51.0,1.0,0.0,12.0,7,2.0,,,,,,,,,0.0
55299,2012,30.0,1.0,0.0,12.0,9,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41681,2002,36.0,1.0,1.0,12.0,5,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
47419,2006,37.0,1.0,0.0,11.0,5,2.0,,,,,,,,,3.0
30902,1994,59.0,4.0,5.0,12.0,4,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
24062,1989,25.0,1.0,1.0,10.0,6,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0
35737,1998,42.0,1.0,1.0,12.0,9,3.0,1.0,,,,,,,,2.0
6218,1976,53.0,1.0,5.0,6.0,7,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
15401,1983,28.0,1.0,1.0,9.0,7,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0
6728,1976,70.0,1.0,3.0,11.0,6,1.0,1.0,,,1.0,,1.0,,,1.0
16803,1984,54.0,1.0,5.0,1.0,4,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
39571,2000,36.0,4.0,3.0,12.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
61376,2016,59.0,1.0,2.0,8.0,5,1.0,,,,,,,,,3.0
3730,1974,23.0,1.0,1.0,9.0,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0
17681,1985,19.0,4.0,3.0,2.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
20037,1986,23.0,1.0,3.0,2.0,8,1.0,,,,,,,,,0.0
50052,2006,41.0,1.0,4.0,7.0,4,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
52233,2008,73.0,1.0,5.0,10.0,6,1.0,1.0,,,,,,,,4.0
28314,1993,39.0,3.0,0.0,12.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
35778,1998,63.0,2.0,5.0,12.0,2,1.0,,2.0,2.0,,2.0,,2.0,2.0,1.0
62771,2018,34.0,4.0,3.0,12.0,5,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
6406,1976,32.0,1.0,6.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
17587,1985,29.0,1.0,1.0,12.0,3,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
72139,2022,50.0,2.0,0.0,12.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
44673,2004,64.0,2.0,6.0,12.0,8,1.0,,,,,,,,,4.0
66907,2021,71.0,4.0,1.0,12.0,8,1.0,1.0,,,,,,,,4.0
7005,1976,25.0,1.0,2.0,5.0,4,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,2.0
5812,1975,55.0,1.0,1.0,9.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
52178,2008,89.0,2.0,0.0,12.0,5,1.0,,,,,,,,,1.0
46623,2006,35.0,10.0,3.0,12.0,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0
62324,2016,77.0,1.0,5.0,11.0,3,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
55452,2012,72.0,2.0,1.0,9.0,1,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
61874,2016,26.0,1.0,1.0,10.0,7,3.0,,,,,,,,,0.0
14127,1983,58.0,2.0,1.0,2.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16789,1984,23.0,2.0,2.0,,4,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
68641,2021,46.0,4.0,0.0,12.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
47528,2006,39.0,1.0,1.0,10.0,7,2.0,,,2.0,1.0,2.0,1.0,2.0,2.0,0.0
27925,1993,40.0,1.0,6.0,,7,1.0,1.0,,,,,,,,2.0
33488,1996,89.0,1.0,5.0,12.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
22248,1988,28.0,2.0,0.0,11.0,2,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,1.0
47873,2006,34.0,1.0,6.0,12.0,5,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
57046,2012,63.0,1.0,0.0,12.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27015,1991,47.0,1.0,1.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
32471,1996,61.0,1.0,0.0,12.0,2,3.0,1.0,,,,,,,,3.0
68005,2021,51.0,4.0,4.0,12.0,2,1.0,1.0,,,,,,,,2.0
6056,1975,29.0,2.0,1.0,9.0,2,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0
59405,2014,65.0,2.0,5.0,12.0,4,1.0,1.0,,,,,,,,3.0
60891,2016,54.0,4.0,3.0,4.0,3,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2915,1973,73.0,1.0,5.0,3.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
68320,2021,55.0,2.0,4.0,9.0,4,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
5986,1975,61.0,2.0,1.0,5.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,4.0
